item_name,date_time,date_time_string,latitude,longitude,n_field,category1,category2
4403,2019-07-03 22:30:00,20190703223000,11.881502431224039,16.939809902942436,750.4639562845514,CAT1_E,CAT2_B
4404,2019-07-03 23:30:00,20190703233000,12.992827209180362,16.067873147393193,268.296159866079,CAT1_A,CAT2_C
4405,2019-07-04 00:30:00,20190704003000,2.2454614048593085,14.495171183974419,123.45042219292317,CAT1_B,CAT2_E
4406,2019-07-04 01:30:00,20190704013000,0.20162157551581839,15.924244579326842,129.38161229419828,CAT1_A,CAT2_B
4407,2019-07-04 02:30:00,20190704023000,2.6189323302084224,15.330927845900174,726.8866590561327,CAT1_D,CAT2_D
4408,2019-07-04 03:30:00,20190704033000,10.965324501567679,14.664042626150666,390.43780074095656,CAT1_A,CAT2_A
4409,2019-07-04 04:30:00,20190704043000,23.34798184059663,15.721353898714836,263.6117980085959,CAT1_C,CAT2_B
4410,2019-07-04 05:30:00,20190704053000,14.674693582290555,13.201909380143269,187.9220990106861,CAT1_A,CAT2_B
4411,2019-07-04 06:30:00,20190704063000,7.908032562894893,16.7330477552689,445.8610693616085,CAT1_C,CAT2_C
4412,2019-07-04 07:30:00,20190704073000,4.865515031007145,13.057908570647848,704.0364604865074,CAT1_C,CAT2_E
4413,2019-07-04 08:30:00,20190704083000,5.924325675059867,14.056705683351915,642.0371151617704,CAT1_E,CAT2_E
4414,2019-07-04 09:30:00,20190704093000,11.850299833880554,16.54103033944597,860.3320577330121,CAT1_C,CAT2_A
4415,2019-07-04 10:30:00,20190704103000,18.360024426547316,16.793765291722497,347.80820151847786,CAT1_D,CAT2_B
4416,2019-07-04 11:30:00,20190704113000,17.552125481405042,13.448954005833485,734.7158956975907,CAT1_A,CAT2_C
4417,2019-07-04 12:30:00,20190704123000,11.09367781004817,16.15883455988988,242.97577277451967,CAT1_A,CAT2_D
4418,2019-07-04 13:30:00,20190704133000,0.8472002254641193,15.585146616602684,819.3552692378536,CAT1_B,CAT2_D
4419,2019-07-04 14:30:00,20190704143000,0.517030821451522,13.795614931770283,525.4710525706421,CAT1_E,CAT2_E
4420,2019-07-04 15:30:00,20190704153000,21.73870567470118,16.185384903671963,737.4028037491074,CAT1_E,CAT2_A
4421,2019-07-04 16:30:00,20190704163000,11.389283483049315,15.54298310509763,993.2033828453921,CAT1_C,CAT2_A
4422,2019-07-04 17:30:00,20190704173000,0.5556263057158883,16.29205925731239,266.7709491389228,CAT1_A,CAT2_E
4423,2019-07-04 18:30:00,20190704183000,17.880414477428094,14.094342279287856,151.6814630009432,CAT1_D,CAT2_D
4424,2019-07-04 19:30:00,20190704193000,16.226298457599217,16.41587346698862,730.6724701148831,CAT1_E,CAT2_C
4425,2019-07-04 20:30:00,20190704203000,19.692250591789232,13.204190976031636,333.40217044323435,CAT1_B,CAT2_B
4426,2019-07-04 21:30:00,20190704213000,2.9602433995689097,13.161645584942017,163.45625195897384,CAT1_B,CAT2_B
4427,2019-07-04 22:30:00,20190704223000,1.587784408985307,15.98512017915896,217.38362753153194,CAT1_C,CAT2_C
4428,2019-07-04 23:30:00,20190704233000,9.316350408566752,14.595775288032273,421.58465965749366,CAT1_C,CAT2_E
4429,2019-07-05 00:30:00,20190705003000,10.189202920266077,14.65773242690234,113.51428495871532,CAT1_D,CAT2_D
4430,2019-07-05 01:30:00,20190705013000,14.050948522359366,16.280830563991934,704.8183734916491,CAT1_C,CAT2_A
4431,2019-07-05 02:30:00,20190705023000,13.601463541268474,13.287501552289498,391.24312779261334,CAT1_C,CAT2_A
4432,2019-07-05 03:30:00,20190705033000,14.650653922260208,14.123467305446447,765.9250497167193,CAT1_D,CAT2_B
4433,2019-07-05 04:30:00,20190705043000,5.526313765163325,16.333487671999297,242.88393661989684,CAT1_B,CAT2_A
4434,2019-07-05 05:30:00,20190705053000,4.6599338498724014,16.056035195566263,176.84201117594466,CAT1_C,CAT2_D
4435,2019-07-05 06:30:00,20190705063000,4.569486184094575,14.27447883383774,986.4151978028157,CAT1_C,CAT2_A
4436,2019-07-05 07:30:00,20190705073000,2.281563060274065,14.977265302642278,476.7130845543552,CAT1_E,CAT2_D
4437,2019-07-05 08:30:00,20190705083000,19.224690250501865,13.403412118324926,214.9241146730883,CAT1_C,CAT2_B
4438,2019-07-05 09:30:00,20190705093000,8.214099278443955,14.456032414499314,615.5029123962246,CAT1_A,CAT2_C
4439,2019-07-05 10:30:00,20190705103000,13.56530385076718,14.839931844237999,762.9874515686744,CAT1_D,CAT2_B
4440,2019-07-05 11:30:00,20190705113000,9.227511997932407,15.719077059369091,321.64476025317595,CAT1_C,CAT2_D
4441,2019-07-05 12:30:00,20190705123000,23.421758531719103,14.148143033461897,151.87401001342778,CAT1_C,CAT2_E
4442,2019-07-05 13:30:00,20190705133000,19.90943641730035,14.249300655307659,842.6649864736733,CAT1_D,CAT2_C
4443,2019-07-05 14:30:00,20190705143000,6.26136748615745,15.87479091096723,197.74517821293446,CAT1_C,CAT2_A
4444,2019-07-05 15:30:00,20190705153000,13.026769005976394,14.207587217674705,493.4301475982993,CAT1_A,CAT2_D
4445,2019-07-05 16:30:00,20190705163000,10.438706688737692,13.128257444228657,248.21975074812795,CAT1_A,CAT2_E
4446,2019-07-05 17:30:00,20190705173000,8.958721700560467,16.28527184753615,573.1671300487403,CAT1_C,CAT2_D
4447,2019-07-05 18:30:00,20190705183000,16.748970768866286,16.26500884138286,505.69587535855607,CAT1_C,CAT2_D
4448,2019-07-05 19:30:00,20190705193000,18.252698858447793,15.845602921751563,237.11966184155358,CAT1_D,CAT2_D
4449,2019-07-05 20:30:00,20190705203000,15.131509697704411,14.35690734867472,228.5045054992106,CAT1_C,CAT2_B
4450,2019-07-05 21:30:00,20190705213000,7.599119544869959,14.66228301779317,535.261271285039,CAT1_D,CAT2_D
4451,2019-07-05 22:30:00,20190705223000,10.672012384474279,13.071918310254132,816.7403405156174,CAT1_D,CAT2_D
4452,2019-07-05 23:30:00,20190705233000,5.229337679139236,14.901901430599965,913.1911587125285,CAT1_D,CAT2_A
4453,2019-07-06 00:30:00,20190706003000,2.1656529719269795,16.69333189259024,958.5851197951956,CAT1_C,CAT2_E
4454,2019-07-06 01:30:00,20190706013000,6.9251149881819,16.106669884483544,196.98987879953654,CAT1_E,CAT2_E
4455,2019-07-06 02:30:00,20190706023000,15.848570839537523,13.922481936835595,478.9147993601808,CAT1_E,CAT2_E
4456,2019-07-06 03:30:00,20190706033000,20.858428318538834,14.674330359148513,163.45074724887328,CAT1_A,CAT2_D
4457,2019-07-06 04:30:00,20190706043000,7.884924314542031,14.628741012736583,786.6264915479618,CAT1_D,CAT2_A
4458,2019-07-06 05:30:00,20190706053000,16.060358900462575,13.913779345750845,420.886013539398,CAT1_B,CAT2_D
4459,2019-07-06 06:30:00,20190706063000,20.085785273734913,16.5891408642936,445.34091392240896,CAT1_D,CAT2_D
4460,2019-07-06 07:30:00,20190706073000,1.457101908040772,15.889108437727007,675.0386041335506,CAT1_A,CAT2_D
4461,2019-07-06 08:30:00,20190706083000,4.654145709599745,15.244451102033826,541.8304596039038,CAT1_B,CAT2_B
4462,2019-07-06 09:30:00,20190706093000,11.644958760063112,16.05546419811895,655.6455092190632,CAT1_A,CAT2_A
4463,2019-07-06 10:30:00,20190706103000,19.876690649175476,13.539136841699026,364.2023101964194,CAT1_C,CAT2_D
4464,2019-07-06 11:30:00,20190706113000,16.93731273843175,14.732096615154497,465.4087349566808,CAT1_B,CAT2_B
4465,2019-07-06 12:30:00,20190706123000,9.2588422605826,15.69320319169993,865.3617600678307,CAT1_A,CAT2_E
4466,2019-07-06 13:30:00,20190706133000,22.702090415698006,15.343032109809297,594.0377973115015,CAT1_D,CAT2_B
4467,2019-07-06 14:30:00,20190706143000,9.065224714230801,15.015625623843075,560.3046982723097,CAT1_A,CAT2_D
4468,2019-07-06 15:30:00,20190706153000,5.643315885263465,15.85485319523369,477.0743236079486,CAT1_A,CAT2_A
4469,2019-07-06 16:30:00,20190706163000,6.822589285126184,15.111241141532885,914.8133971595346,CAT1_A,CAT2_C
4470,2019-07-06 17:30:00,20190706173000,2.5267726539107978,15.446279791674671,504.7622288402118,CAT1_D,CAT2_E
4471,2019-07-06 18:30:00,20190706183000,1.8741815190113407,15.148778819364125,575.5623032126534,CAT1_E,CAT2_D
4472,2019-07-06 19:30:00,20190706193000,5.796969829972366,16.35706761344701,317.32353514528467,CAT1_D,CAT2_A
4473,2019-07-06 20:30:00,20190706203000,13.989622774773217,14.772556227510961,811.1799303426023,CAT1_A,CAT2_C
4474,2019-07-06 21:30:00,20190706213000,6.260722902754477,14.826574380188193,971.1799333977751,CAT1_C,CAT2_D
4475,2019-07-06 22:30:00,20190706223000,9.342681044417732,13.144669268732562,543.5310018604167,CAT1_E,CAT2_E
4476,2019-07-06 23:30:00,20190706233000,20.33553326856246,15.960394134102287,179.06775914590693,CAT1_D,CAT2_C
4477,2019-07-07 00:30:00,20190707003000,22.329267081893384,16.12823915135889,705.7988790636759,CAT1_C,CAT2_D
4478,2019-07-07 01:30:00,20190707013000,0.013290522913153247,16.78516081541307,298.5565951800027,CAT1_E,CAT2_B
4479,2019-07-07 02:30:00,20190707023000,20.49388206322083,13.912148809091516,579.1825474476436,CAT1_D,CAT2_C
4480,2019-07-07 03:30:00,20190707033000,21.141136842692724,16.82183080831129,817.7425583517008,CAT1_E,CAT2_B
4481,2019-07-07 04:30:00,20190707043000,20.234013847243276,15.637297399682527,535.8470918411587,CAT1_E,CAT2_E
4482,2019-07-07 05:30:00,20190707053000,21.48873090465065,16.01108255385245,983.0311108996136,CAT1_A,CAT2_C
4483,2019-07-07 06:30:00,20190707063000,13.073300576379815,13.40988123467405,512.2074428306776,CAT1_E,CAT2_E
4484,2019-07-07 07:30:00,20190707073000,19.60920501975398,14.467704751370889,259.7133536700515,CAT1_B,CAT2_D
4485,2019-07-07 08:30:00,20190707083000,2.2832691963145866,13.389926128430632,880.3180042632187,CAT1_B,CAT2_A
4486,2019-07-07 09:30:00,20190707093000,12.33379134067739,13.621311548564204,264.1276499642542,CAT1_D,CAT2_A
4487,2019-07-07 10:30:00,20190707103000,3.7503827614336895,15.738868084594829,816.8022668530671,CAT1_B,CAT2_D
4488,2019-07-07 11:30:00,20190707113000,5.329031080096939,15.149647868953386,719.6262679740116,CAT1_A,CAT2_B
4489,2019-07-07 12:30:00,20190707123000,21.702630017225328,14.663780005621538,857.4765988389812,CAT1_A,CAT2_B
4490,2019-07-07 13:30:00,20190707133000,16.591784228710942,16.383524337870632,634.5539226241665,CAT1_C,CAT2_D
4491,2019-07-07 14:30:00,20190707143000,5.785261052250636,14.63183722019214,493.86293779077636,CAT1_A,CAT2_A
4492,2019-07-07 15:30:00,20190707153000,14.556373192213922,15.8418252066634,290.6245121384442,CAT1_A,CAT2_A
4493,2019-07-07 16:30:00,20190707163000,4.4984921843706625,13.313292279448174,314.0474094178672,CAT1_A,CAT2_B
4494,2019-07-07 17:30:00,20190707173000,19.766432861806848,14.723803962838335,745.3100343499782,CAT1_D,CAT2_A
4495,2019-07-07 18:30:00,20190707183000,14.807574966706634,13.589111988480482,106.93511674543159,CAT1_C,CAT2_A
4496,2019-07-07 19:30:00,20190707193000,4.091177975465422,14.751897458803565,838.8618963768588,CAT1_E,CAT2_D
4497,2019-07-07 20:30:00,20190707203000,20.679713882067468,14.67480217863909,596.1423133771923,CAT1_A,CAT2_E
4498,2019-07-07 21:30:00,20190707213000,12.772707436532706,16.166856887187745,685.1136608358245,CAT1_D,CAT2_C
4499,2019-07-07 22:30:00,20190707223000,4.063810194151871,13.848255426062071,134.85913608275652,CAT1_A,CAT2_C
4500,2019-07-07 23:30:00,20190707233000,4.3970643344006035,16.30620073575896,628.425480356512,CAT1_B,CAT2_B
4501,2019-07-08 00:30:00,20190708003000,2.0804458504382968,16.493299112205964,804.8843262958795,CAT1_B,CAT2_A
4502,2019-07-08 01:30:00,20190708013000,10.565469973878045,14.58042135754457,380.5324335950062,CAT1_D,CAT2_E
4503,2019-07-08 02:30:00,20190708023000,15.220067211077147,14.036484991269923,892.3094461647329,CAT1_C,CAT2_B
4504,2019-07-08 03:30:00,20190708033000,1.5294702352148635,14.395455624442482,221.9961632318603,CAT1_C,CAT2_C
4505,2019-07-08 04:30:00,20190708043000,7.6917795784220155,14.263802099488046,690.2716367797541,CAT1_D,CAT2_E
4506,2019-07-08 05:30:00,20190708053000,2.5924080711782054,16.472313809861067,267.4857309666902,CAT1_A,CAT2_E
4507,2019-07-08 06:30:00,20190708063000,14.159200319106233,15.74462326327011,954.1749147804394,CAT1_A,CAT2_E
4508,2019-07-08 07:30:00,20190708073000,2.6261200960728477,16.908907446664756,882.28384805982,CAT1_B,CAT2_B
4509,2019-07-08 08:30:00,20190708083000,10.388524240066673,16.313723027215516,345.85752351893484,CAT1_A,CAT2_C
4510,2019-07-08 09:30:00,20190708093000,20.23594607941603,16.08357755111303,629.4133565564144,CAT1_C,CAT2_E
4511,2019-07-08 10:30:00,20190708103000,21.376445544778313,16.75612369162019,891.9380100524332,CAT1_B,CAT2_E
4512,2019-07-08 11:30:00,20190708113000,1.317210491392311,16.72417773317336,542.6395874989622,CAT1_B,CAT2_E
4513,2019-07-08 12:30:00,20190708123000,5.304463601736855,13.147533829019277,876.9325942882092,CAT1_B,CAT2_C
4514,2019-07-08 13:30:00,20190708133000,12.829165285636318,16.7831826561584,935.9413840798337,CAT1_A,CAT2_C
4515,2019-07-08 14:30:00,20190708143000,10.804348518062206,16.96085008821607,358.1094295376635,CAT1_B,CAT2_A
4516,2019-07-08 15:30:00,20190708153000,18.515899682888673,16.984475934560212,212.56171613358273,CAT1_E,CAT2_A
4517,2019-07-08 16:30:00,20190708163000,14.848106373064255,14.318217103341663,468.64603213153424,CAT1_C,CAT2_D
4518,2019-07-08 17:30:00,20190708173000,22.672770884508346,16.86358394327369,133.38434469260014,CAT1_A,CAT2_E
4519,2019-07-08 18:30:00,20190708183000,7.321217006309961,13.334342062606922,801.085529955417,CAT1_D,CAT2_A
4520,2019-07-08 19:30:00,20190708193000,0.6062595933724726,15.709354080316539,586.013682001688,CAT1_D,CAT2_D
4521,2019-07-08 20:30:00,20190708203000,17.568818821628614,13.441347730506592,319.2285655290805,CAT1_E,CAT2_C
4522,2019-07-08 21:30:00,20190708213000,15.345776520710675,14.908201757788152,190.31548897251173,CAT1_C,CAT2_B
4523,2019-07-08 22:30:00,20190708223000,11.097928252903191,16.477700667176155,921.8459612739462,CAT1_B,CAT2_E
4524,2019-07-08 23:30:00,20190708233000,4.884957805973494,14.4701199503943,409.9078527494567,CAT1_E,CAT2_E
4525,2019-07-09 00:30:00,20190709003000,18.263186711072876,16.045339482498566,614.6292758017822,CAT1_A,CAT2_E
4526,2019-07-09 01:30:00,20190709013000,20.41457351092503,16.625349028801054,720.9357105426116,CAT1_D,CAT2_B
4527,2019-07-09 02:30:00,20190709023000,13.910764855798796,16.82848567707866,150.67039049839502,CAT1_E,CAT2_A
4528,2019-07-09 03:30:00,20190709033000,14.683454488261923,13.544128980102123,964.7852859790686,CAT1_B,CAT2_D
4529,2019-07-09 04:30:00,20190709043000,8.796433991251918,13.768300288966692,390.09762948321503,CAT1_E,CAT2_C
4530,2019-07-09 05:30:00,20190709053000,2.55981840109174,15.292988460143956,443.657353898052,CAT1_A,CAT2_A
4531,2019-07-09 06:30:00,20190709063000,8.446966628007537,15.06307451567816,947.817548838606,CAT1_E,CAT2_A
4532,2019-07-09 07:30:00,20190709073000,6.522673898456951,14.047884977156263,659.1776180454851,CAT1_B,CAT2_D
4533,2019-07-09 08:30:00,20190709083000,17.2990427578649,13.010636294607705,758.9988960752286,CAT1_B,CAT2_B
4534,2019-07-09 09:30:00,20190709093000,5.512614018537426,16.69856616095451,463.5108653861184,CAT1_E,CAT2_E
4535,2019-07-09 10:30:00,20190709103000,14.881505757354436,13.158419312999571,589.430197023229,CAT1_E,CAT2_C
4536,2019-07-09 11:30:00,20190709113000,14.054083897545805,14.140442246294436,337.73626721324115,CAT1_B,CAT2_A
4537,2019-07-09 12:30:00,20190709123000,12.57004022117184,15.18725023817414,813.321132000079,CAT1_C,CAT2_C
4538,2019-07-09 13:30:00,20190709133000,13.676570630831819,15.786425478154701,365.37793914004226,CAT1_A,CAT2_E
4539,2019-07-09 14:30:00,20190709143000,16.570226207877415,16.14393856351696,195.26940081940052,CAT1_B,CAT2_E
4540,2019-07-09 15:30:00,20190709153000,21.300877160237423,15.683974600576757,779.8095775409255,CAT1_E,CAT2_A
4541,2019-07-09 16:30:00,20190709163000,14.795854961363876,16.246441055301666,545.8923762283246,CAT1_A,CAT2_E
4542,2019-07-09 17:30:00,20190709173000,16.940070831435246,16.437366370181138,892.5021266608012,CAT1_A,CAT2_B
4543,2019-07-09 18:30:00,20190709183000,10.604350143389535,16.130708489680156,541.0417729458384,CAT1_B,CAT2_D
4544,2019-07-09 19:30:00,20190709193000,21.293469894095033,15.392820806044256,353.04746238993346,CAT1_D,CAT2_A
4545,2019-07-09 20:30:00,20190709203000,17.366129352045512,13.027669811755349,336.45720231447217,CAT1_E,CAT2_D
4546,2019-07-09 21:30:00,20190709213000,18.12169141452184,14.475421076536922,395.52576491894746,CAT1_C,CAT2_A
4547,2019-07-09 22:30:00,20190709223000,13.117315645087473,13.261400337337705,605.5103888767085,CAT1_B,CAT2_E
4548,2019-07-09 23:30:00,20190709233000,17.89263155145428,14.506213062051746,674.0336927166285,CAT1_E,CAT2_D
4549,2019-07-10 00:30:00,20190710003000,9.021555662481653,16.61650791397901,616.6223563466498,CAT1_E,CAT2_C
4550,2019-07-10 01:30:00,20190710013000,11.038525971141787,15.941482571260218,339.05896776260033,CAT1_C,CAT2_E
4551,2019-07-10 02:30:00,20190710023000,18.7352182609994,16.49282468853438,777.5743406199047,CAT1_B,CAT2_C
4552,2019-07-10 03:30:00,20190710033000,6.9741866602939036,13.839036519156492,128.39013519872776,CAT1_E,CAT2_E
4553,2019-07-10 04:30:00,20190710043000,23.131552377565114,15.97043745638815,770.8775954520617,CAT1_A,CAT2_A
4554,2019-07-10 05:30:00,20190710053000,18.576510119996524,15.400761350591889,323.3125196829519,CAT1_C,CAT2_C
4555,2019-07-10 06:30:00,20190710063000,3.0914097361057875,14.331459700828983,673.4787821073976,CAT1_E,CAT2_C
4556,2019-07-10 07:30:00,20190710073000,11.455169870946492,15.731217063685056,144.8305605316413,CAT1_E,CAT2_A
4557,2019-07-10 08:30:00,20190710083000,6.061817074011319,15.62150070417654,178.9747500896661,CAT1_D,CAT2_B
4558,2019-07-10 09:30:00,20190710093000,21.431531706099484,15.654115161083809,134.67598452893532,CAT1_E,CAT2_E
4559,2019-07-10 10:30:00,20190710103000,4.345038296086435,16.87564138638801,156.68217149518338,CAT1_D,CAT2_B
4560,2019-07-10 11:30:00,20190710113000,14.885917409288684,13.71132949183037,871.5795272657712,CAT1_A,CAT2_E
4561,2019-07-10 12:30:00,20190710123000,15.392465441829499,15.720608814468926,798.7576966910406,CAT1_A,CAT2_C
4562,2019-07-10 13:30:00,20190710133000,18.086950620894413,16.686086706540934,283.85816939033054,CAT1_C,CAT2_A
4563,2019-07-10 14:30:00,20190710143000,18.702503378992688,13.397135450594272,226.18544841888746,CAT1_C,CAT2_B
4564,2019-07-10 15:30:00,20190710153000,9.52343420272583,13.006586580300858,488.6456149296858,CAT1_E,CAT2_B
4565,2019-07-10 16:30:00,20190710163000,21.293938454129204,16.972009151222075,190.5661777687558,CAT1_A,CAT2_D
4566,2019-07-10 17:30:00,20190710173000,3.9770266558199943,13.657755026180533,292.93663986444597,CAT1_A,CAT2_E
4567,2019-07-10 18:30:00,20190710183000,19.02708532884715,13.99552790421166,709.3135291752934,CAT1_B,CAT2_B
4568,2019-07-10 19:30:00,20190710193000,21.804525671564313,15.159218847247448,973.1089288632262,CAT1_E,CAT2_A
4569,2019-07-10 20:30:00,20190710203000,3.927777956953351,14.411724861478335,762.1949881123403,CAT1_D,CAT2_C
4570,2019-07-10 21:30:00,20190710213000,17.575732384488475,14.479240245561808,998.6965454428017,CAT1_E,CAT2_B
4571,2019-07-10 22:30:00,20190710223000,20.16899834080091,13.463545752491086,944.3457235168905,CAT1_E,CAT2_E
4572,2019-07-10 23:30:00,20190710233000,23.812940631856012,13.410505218557118,268.4630833449114,CAT1_A,CAT2_A
4573,2019-07-11 00:30:00,20190711003000,2.004673029908477,13.851849544290033,906.2695486909951,CAT1_E,CAT2_C
4574,2019-07-11 01:30:00,20190711013000,2.357836048932133,14.570005075641115,709.3983680791068,CAT1_D,CAT2_E
4575,2019-07-11 02:30:00,20190711023000,11.849342185923238,13.449478938367449,180.95366339073541,CAT1_A,CAT2_C
4576,2019-07-11 03:30:00,20190711033000,16.385289337830194,13.833700831760357,871.3506077407707,CAT1_B,CAT2_B
4577,2019-07-11 04:30:00,20190711043000,3.0130714822946967,13.508729817658374,347.27430260481685,CAT1_D,CAT2_C
4578,2019-07-11 05:30:00,20190711053000,19.104469757631858,15.777348996640795,287.95311711259217,CAT1_D,CAT2_C
4579,2019-07-11 06:30:00,20190711063000,9.729449588099492,13.023962330914772,791.3730164831516,CAT1_A,CAT2_B
4580,2019-07-11 07:30:00,20190711073000,13.02391814624157,15.686232644089069,595.4604931634353,CAT1_C,CAT2_B
4581,2019-07-11 08:30:00,20190711083000,2.2953265644683833,13.233764779790333,874.1508490541785,CAT1_C,CAT2_C
4582,2019-07-11 09:30:00,20190711093000,2.957808939017082,14.58132846907558,571.6562667532949,CAT1_D,CAT2_C
4583,2019-07-11 10:30:00,20190711103000,18.460990329860742,16.2160932280673,269.2581204722937,CAT1_B,CAT2_A
4584,2019-07-11 11:30:00,20190711113000,0.6131749406472755,16.350737179028165,851.2038052550696,CAT1_E,CAT2_C
4585,2019-07-11 12:30:00,20190711123000,18.352311816257966,13.293784225942868,410.85652692122085,CAT1_C,CAT2_B
4586,2019-07-11 13:30:00,20190711133000,21.877103523635064,15.084289166610734,571.7213964073168,CAT1_B,CAT2_C
4587,2019-07-11 14:30:00,20190711143000,10.15003926759048,13.870839055640495,462.7175802904433,CAT1_C,CAT2_E
4588,2019-07-11 15:30:00,20190711153000,21.46867530296297,15.863902679390808,449.09392218516746,CAT1_E,CAT2_E
4589,2019-07-11 16:30:00,20190711163000,16.558644079646275,16.11967008104048,726.4683073985044,CAT1_B,CAT2_D
4590,2019-07-11 17:30:00,20190711173000,21.397191708439394,16.168560143806218,136.69441616386524,CAT1_A,CAT2_C
4591,2019-07-11 18:30:00,20190711183000,20.34324931953284,15.178689673864959,460.16755063818056,CAT1_D,CAT2_D
4592,2019-07-11 19:30:00,20190711193000,9.955983875749691,14.384406068617581,117.90166987325993,CAT1_D,CAT2_D
4593,2019-07-11 20:30:00,20190711203000,4.517017948852497,14.817950949655886,178.19054221484447,CAT1_A,CAT2_C
4594,2019-07-11 21:30:00,20190711213000,15.83634272174324,15.4100319978466,266.1104957359764,CAT1_B,CAT2_C
4595,2019-07-11 22:30:00,20190711223000,11.925632024467227,13.642252607385133,970.6370591878684,CAT1_D,CAT2_E
4596,2019-07-11 23:30:00,20190711233000,17.410008376530463,14.7707561474078,833.3492862439326,CAT1_A,CAT2_B
4597,2019-07-12 00:30:00,20190712003000,8.815361091978293,15.922191724396,426.1186706271956,CAT1_A,CAT2_A
4598,2019-07-12 01:30:00,20190712013000,8.716615264070038,16.39004776697986,229.11884913891274,CAT1_D,CAT2_B
4599,2019-07-12 02:30:00,20190712023000,1.8726618108267932,16.066894162644143,529.8398870640315,CAT1_B,CAT2_A
4600,2019-07-12 03:30:00,20190712033000,10.077700102633637,14.820856467995387,472.0316650820444,CAT1_B,CAT2_B
4601,2019-07-12 04:30:00,20190712043000,11.263369566540884,16.106902381458884,421.53843840427584,CAT1_E,CAT2_B
4602,2019-07-12 05:30:00,20190712053000,2.588688735111263,14.627426708299451,430.8737649283807,CAT1_A,CAT2_C
4603,2019-07-12 06:30:00,20190712063000,3.8225463266778865,13.246128231217863,321.0196108014483,CAT1_E,CAT2_A
4604,2019-07-12 07:30:00,20190712073000,9.80541339705496,15.009515114875509,282.821754682821,CAT1_E,CAT2_D
4605,2019-07-12 08:30:00,20190712083000,16.492564957674325,13.403441524549544,413.49270749230226,CAT1_D,CAT2_A
4606,2019-07-12 09:30:00,20190712093000,8.132156861459695,15.44437322677694,673.7259651241984,CAT1_A,CAT2_D
4607,2019-07-12 10:30:00,20190712103000,21.58820328506869,13.43456911365647,908.5376927064923,CAT1_C,CAT2_C
4608,2019-07-12 11:30:00,20190712113000,18.32643039553055,13.398188989756164,675.0879623384033,CAT1_D,CAT2_A
4609,2019-07-12 12:30:00,20190712123000,23.190027503000366,14.813129311719363,673.9465090818229,CAT1_A,CAT2_A
4610,2019-07-12 13:30:00,20190712133000,12.310613709610607,15.060349386159118,259.12295229800253,CAT1_E,CAT2_D
4611,2019-07-12 14:30:00,20190712143000,5.9469070997836395,13.975532769642259,115.9760311749058,CAT1_C,CAT2_E
4612,2019-07-12 15:30:00,20190712153000,17.762568056834468,16.074594743510644,391.30949343053476,CAT1_A,CAT2_B
4613,2019-07-12 16:30:00,20190712163000,2.983234251454035,13.898084145600262,660.9707996803942,CAT1_D,CAT2_D
4614,2019-07-12 17:30:00,20190712173000,15.145244005695032,16.27979771972877,174.5050734528076,CAT1_A,CAT2_A
4615,2019-07-12 18:30:00,20190712183000,23.327312449770233,13.838589288150379,584.8149110467787,CAT1_D,CAT2_E
4616,2019-07-12 19:30:00,20190712193000,3.267534550997116,16.977119927068756,784.5616819991913,CAT1_B,CAT2_E
4617,2019-07-12 20:30:00,20190712203000,19.16580053367553,13.020193354039698,150.6135978001912,CAT1_D,CAT2_E
4618,2019-07-12 21:30:00,20190712213000,21.811428669980174,13.81193062963424,344.4093663832465,CAT1_E,CAT2_C
4619,2019-07-12 22:30:00,20190712223000,3.9124286018466865,13.966372259793395,636.2488552358851,CAT1_C,CAT2_B
4620,2019-07-12 23:30:00,20190712233000,6.851641289406184,13.5122611064394,693.9512297665793,CAT1_D,CAT2_D
4621,2019-07-13 00:30:00,20190713003000,21.75344442933591,15.032368145455932,251.1864596483938,CAT1_A,CAT2_B
4622,2019-07-13 01:30:00,20190713013000,8.540697757037691,16.865509742273236,819.2422434182599,CAT1_E,CAT2_E
4623,2019-07-13 02:30:00,20190713023000,21.43351875091672,15.808255204002272,185.47032283099372,CAT1_E,CAT2_E
4624,2019-07-13 03:30:00,20190713033000,9.985663757477862,13.08943429097082,178.80952955303235,CAT1_D,CAT2_C
4625,2019-07-13 04:30:00,20190713043000,16.78306107504082,13.274892235079065,839.7186895912345,CAT1_C,CAT2_A
4626,2019-07-13 05:30:00,20190713053000,2.085957382361669,14.530328728034622,121.29092511293744,CAT1_E,CAT2_C
4627,2019-07-13 06:30:00,20190713063000,8.120995940540361,14.0983014961751,678.5923778561846,CAT1_A,CAT2_E
4628,2019-07-13 07:30:00,20190713073000,23.896308376322438,14.636080495401558,477.1600510538442,CAT1_E,CAT2_A
4629,2019-07-13 08:30:00,20190713083000,20.03593151128442,16.576018480005402,790.2884610518431,CAT1_A,CAT2_C
4630,2019-07-13 09:30:00,20190713093000,21.705036091093426,13.014960627010144,398.8014243757152,CAT1_D,CAT2_E
4631,2019-07-13 10:30:00,20190713103000,8.696615814857712,13.597037101335548,567.7668172530537,CAT1_D,CAT2_D
4632,2019-07-13 11:30:00,20190713113000,2.3850823845072853,15.999374323472306,122.74810836954208,CAT1_E,CAT2_D
4633,2019-07-13 12:30:00,20190713123000,11.398521503641831,14.769951525468278,152.57235777619007,CAT1_E,CAT2_C
4634,2019-07-13 13:30:00,20190713133000,6.040477634790461,16.892353063119565,873.5016501653205,CAT1_A,CAT2_C
